"ts" "magnitudes" "gen" "cat.idx"
24.9712530837175 3.36274627532321 0 6
50.0985160613522 3.13733051595535 1 8
0.554123834195601 3.23632730066353 0 13
0.234421991864257 3.14663806303292 0 13
47.4856621407457 3.01201178716676 0 14
45.948644011481 3.56414441787143 0 14
0.00545880445886975 4.09356463140716 0 16
2.14041313859764 3.89627110604262 0 19
46.2832146772606 3.31796924150801 0 19
47.2687495280339 3.1497369866849 0 22
14.6895394746715 2.99606173724552 0 23
50.3400257422213 3.42536559593323 1 25
50.1728341017474 3.10013966880719 1 30
0.106312697444016 3.46482473770642 0 31
1.57200309475947 3.05755127824146 0 31
0.0360797681736224 2.99506457492529 0 33
50.0608589594808 3.69848737693321 1 41
50.4482562333901 3.06262850741751 1 42
7.47772568324777 3.20169223114671 0 43
50.975106414789 3.18657232236379 1 44
46.7886527097265 3.04314909547905 0 52
50.9121845449876 3.24500396312789 1 52
0.510006031596905 3.85242903487903 0 56
12.7235632849027 3.35182521690022 0 57
0.549061785043647 3.70385662857418 0 63
0.42139090611919 2.99228458474423 0 66
50.7847609644845 3.04579988603444 1 84
0.902050424280374 3.26606570995766 0 85
50.6284015941523 3.07841141861794 1 88
45.7846083793704 3.21075891486798 0 91
46.536830163787 3.71601767134749 0 93
45.8633378000729 3.27075577195229 0 95
0.46948565108271 3.28985875245006 0 97
50.7354899180677 3.04150052255681 1 98
45.7170770993454 3.19941323172844 0 101
46.1066190203638 3.75786797284671 0 104
37.8280003027259 3.11180688036679 0 105
1.89490205272291 3.28282132940099 0 109
5.28747688400314 3.32368810400688 0 109
0.659352787361781 3.58691786303447 0 116
1.82454783295882 3.39424342513866 0 116
1.15530615128641 3.2647454496851 0 116
45.2779028883035 3.0325549392722 0 117
4.94268058752629 3.25277807294956 0 118
1.08217487640977 3.11454639479417 0 119
14.4591572520487 3.03942891628065 0 126
0.0735649334751096 3.05206469446538 0 131
2.80053701495379 3.07023631813281 0 132
15.970514543561 3.15866078423624 0 132
9.9725226348298 3.0816530461132 0 137
0.689303991393837 3.97374455925381 0 137
3.08538938367717 3.6668201069033 0 141
8.3848982501474 3.46218814339936 0 142
50.768083045175 3.66200809090356 1 143
50.7834119111389 3.02522934472379 1 144
46.0792362260035 3.02367000508866 0 150
44.3987434048971 3.42512094013928 0 151
50.033856197409 3.2083600117066 1 152
50.1735897491776 3.01218529041671 1 152
5.98030221303738 3.6411650750698 0 154
2.32673179719013 3.35747396773086 0 157
44.2614663297648 3.55309358034204 0 157
50.3229346055627 3.14452998976353 1 160
17.7309915730394 3.22634496950603 0 163
22.5712884521507 3.20470941578974 0 166
0.0853604707249804 3.21707759726171 0 167
27.1090398942252 3.26400482086659 0 169
50.3158958097078 3.37441038184464 1 172
50.2166274203077 3.31910836579836 1 173
1.52849902776049 3.90342479837797 0 174
2.16637681470505 3.51688104301165 0 174
0.192259716222264 3.81499167074387 0 178
0.786861150721398 3.16012651085825 0 179
18.8272359518001 3.1167833513589 0 182
0.0218591392755461 3.16192019194856 0 185
45.6991797153845 3.75517409274098 0 192
0.0683129822541072 3.47157177106783 0 194
46.8363798703918 3.00284878988491 0 195
15.763978910924 3.01566016476834 0 196
3.16351943867493 3.45569047261078 0 196
50.6573889233727 2.99939264145203 1 205
43.6085710172007 3.58050970900543 0 208
48.2925732688374 3.02867396012138 0 208
0.0200429939976264 3.37516574501531 0 211
30.7994861578536 3.05827834696746 0 213
45.8341376699252 3.14868342223995 0 213
47.7373738663505 3.22128695966049 0 216
50.8099100041759 3.38010063698935 1 216
0.0139523855957506 3.76274143494699 0 219
0.134366088413758 3.14412938072717 0 220
0.0409297309969694 2.99172721879446 0 221
2.12183138865779 3.37036689468404 0 221
31.8349046113841 3.19528741288548 0 224
5.25748160310039 3.43991412348465 0 227
50.3381087483462 3.30777311229188 1 229
25.86294631437 3.41864600501111 0 232
12.2711573517137 3.57274223951426 0 236
0.012980244224679 3.10028787225953 0 248
38.0590058921633 3.35111001375655 0 248
14.7703906887613 3.11631792941883 0 249
1.99653990158456 3.85311359423922 0 250
2.15146194463921 3.47401508720675 0 251
50.9072874914013 3.02374843165562 1 251
50.6869028328542 3.0163067628092 1 253
1.26818896284723 3.51626312465488 0 254
31.52674770425 3.247754303146 0 254
0.0374105524315023 4.14588960620359 0 255
0.0107760037569517 3.506753817861 0 259
50.8368031044115 3.16484924752749 1 262
0.086113607270257 4.08062570718335 0 263
48.3789102406541 3.20560114131266 0 263
29.417558023563 3.33647153511017 0 265
1.34714885485304 3.64209353130305 0 267
0.394926702781278 3.14078468065245 0 268
16.7763109890632 3.30750404378549 0 269
46.1307802279566 3.06538804720694 0 273
50.1651097809986 2.99344683719999 1 273
45.8107651603902 3.14592356648924 0 275
33.6286629055105 3.26512918916754 0 277
0.414193113292214 3.06351077596824 0 279
50.8654272362214 3.0721621085014 1 284
47.0320576671821 3.40143721255016 0 292
1.68139694659354 3.11423128326981 0 296
2.36898302633502 3.24780544238005 0 298
2.44246241001841 3.10607434179262 0 300
41.4636755982192 3.57793733622293 0 302
43.7133053595259 3.04482337022692 0 304
50.1143600809478 4.08562743024531 1 306
0.302722491872662 3.89296175046049 0 308
23.3862746371044 3.01654840791401 0 311
45.9173102084397 3.54962183792865 0 311
2.12612912225329 3.16148798532776 0 312
50.089432483222 3.35018479656351 1 312
7.96118532440553 4.49302793533817 0 315
3.32726847272306 3.37520147097573 0 324
49.1361243838589 4.32082077139584 0 332
50.6325799768415 3.27217231760506 1 332
49.1958172491458 3.14268005861175 2 332
49.1058640001825 3.37920410360418 0 333
12.9480676126662 3.10747526986913 0 335
41.5167206553502 3.51816276010115 0 335
45.5763064340108 3.10361093171958 0 335
10.4534552196246 3.64768811184563 0 338
50.466130037475 2.99260809341609 1 347
50.4837350119456 3.00797306506699 2 347
0.0440824686197134 3.90873719365583 0 351
0.0202438024025448 3.718451587819 0 352
10.8215467098851 3.09394449600172 0 353
0.515810711664828 3.2033147918744 0 353
0.00659518832408146 4.77353785114144 0 357
50.4921470386066 3.12320724610385 1 360
3.43050320656323 3.13134643913313 0 364
1.3167860554996 3.00321970766995 0 369
0.526868853216626 3.2922221128156 0 374
0.654812708342525 4.10470235189574 0 375
0.986826858377508 3.02688666690603 0 376
46.8588903997763 4.62831932132069 0 376
48.9565537476245 3.28994016663446 0 376
0.0932482356852101 3.13624553912592 0 378
0.392657162156415 3.08284734954159 0 378
49.6672590113245 3.28244247458177 0 380
50.6713117560461 3.41061419898371 1 381
47.5317392722058 3.03546579819074 0 384
45.4644962541548 3.37019448483434 0 384
0.101931084288751 3.11649618478594 0 386
0.061374921850901 3.38843111822347 0 389
48.8312947374959 3.1308377076536 0 389
44.289947043189 3.71178537652078 0 390
0.0826698141029132 3.64220830013596 0 395
2.16474491713615 3.04543805069607 0 395
48.8457754954655 3.28725099092931 0 395
50.1516784824521 3.81367254920235 1 397
0.00290149387059234 3.46833078009963 0 398
0.109474135000117 3.13054652122367 0 399
6.9644051584457 3.04816430657979 0 401
27.109790910418 3.16510141644349 0 406
28.233165090528 3.40981632925174 0 406
49.6917107306202 3.06516548976106 0 408
50.9781638969757 3.41495093496722 1 409
0.881743146479121 2.99495325790001 0 410
3.37851984723916 3.02081194756899 0 410
24.687900114691 3.0849779633277 0 410
2.30783120509177 3.18508156438004 0 417
0.0197157707959712 3.75091654598579 0 418
46.1684688333609 3.11487009696966 0 418
50.7042611836545 3.57269616922968 1 418
50.2856978940867 3.76316208131242 1 418
50.8202212599247 4.10702558413147 2 418
0.0702499976410364 3.65023019929197 0 423
0.182075672600695 3.13658324249865 0 426
1.03638205891615 3.21738725546236 0 426
46.0510301838035 3.04944621892859 0 427
47.8299420975095 3.61179605180716 0 428
0.108015606134835 3.02731002187244 0 435
0.014012882687641 3.931403921587 0 436
0.105761316026154 3.78360919296883 0 437
48.6506535709054 3.16671488375391 0 438
45.7321248395296 3.12758462298228 0 439
0.488326294799321 3.42185520299956 0 440
3.82756978896678 3.00801403629842 0 441
50.9908686901067 3.06149942241336 1 441
50.9947443522759 3.002934814387 2 441
50.0456098086756 3.07347907232674 1 447
50.9540448437069 3.10359614414929 1 455
13.0680492697511 4.48830877927359 0 456
0.00412242969822386 3.16467416216455 0 457
14.7985644564143 3.71536035900494 0 457
50.0539588766728 2.9925777583941 1 461
0.00291821733394682 3.23077071216074 0 462
0.0123303319321691 3.48747589087354 0 463
2.06691057353849 3.17319830819227 0 463
19.8566664540072 3.37347371280255 0 467
50.6458378985148 3.53773154234149 1 469
2.50336958855041 3.43026139 0 473
50.7551267176491 3.72888131058747 1 473
50.8085375469268 3.77990312341555 1 474
46.5486801151472 3.07798176361879 0 475
4.60385630483531 3.5790652750373 0 478
50.7400438514628 3.20568283876693 1 479
1.65833772308748 3.43668712190912 0 483
1.49193494941272 3.09434068966366 0 484
50.16812101813 3.00089514133414 1 484
0.368270290330164 3.66077025489213 0 485
0.0289512488218563 3.83858915878316 0 488
0.171501280052088 3.15096597876862 0 488
0.0439791432359064 3.16626783497028 0 490
0.00919299704054049 3.24725168076658 0 491
5.348360838706 3.19991179048704 0 495
45.7753261262083 3.17559326814617 0 497
0.517952637344438 3.12238615142363 0 499
0.440842735284866 3.00543941068731 0 500
43.8393610737016 3.15848491697046 0 504
1.51084702323031 3.38751519360602 0 507
45.3132768539642 3.38798885760954 0 507
0.746535357029885 3.26536769338193 0 514
4.39181964591347 3.51566471854445 0 524
50.7150697216016 3.33075340353785 1 526
50.7624326238429 2.99220136559905 2 526
4.64903743811816 3.47193587727053 0 534
50.4317085683901 3.1454136578492 1 537
45.7125712819 3.13115342025542 0 538
7.43004988937201 3.29430658627075 0 540
22.9277760450075 3.64255428928803 0 541
27.0357712215329 3.35038114224553 0 544
50.5051785694991 3.30773834583846 1 545
0.00149437107039181 3.06891223977625 0 547
1.01388302502102 3.21758495329181 0 549
6.02878878487904 3.14205238574927 0 553
1.19342559090155 3.14549034794046 0 561
41.5302453495939 3.40982641365912 0 561
0.0494875512969409 3.05714114012785 0 564
45.9248740802037 3.55272600269328 0 569
45.8060056594443 3.0739838623296 0 575
50.6838603871033 3.16177358579081 1 575
0.448221520633087 3.17301268462743 0 577
0.29597550940674 3.36644257442449 0 582
15.5708043431336 3.08990324184945 0 584
1.09473126852488 3.4724518937846 0 585
24.3497343229267 3.02033087019693 0 585
0.718358964929208 3.33397049642421 0 590
3.81785629682583 3.90664441873536 0 594
46.2279287887359 3.27534256522895 0 594
45.5369283659197 3.51112368486703 0 597
0.284151672699287 3.01416192742404 0 598
0.539919941130508 3.11418853610649 0 601
39.9557965659874 3.78100688780713 0 601
50.1079963412226 3.14692686868145 1 601
50.7641645792496 3.2751593671813 1 607
2.8545845578685 4.16577057757155 0 610
50.6810031113304 3.4747045018428 1 614
0.0474110917708474 3.10187015830296 0 615
22.585089222497 3.65153475308338 0 616
